,model,year,price,transmission,mileage,fuel type,engine size,mileage2,fuel type2,engine size2
711, C Class,2015,13990,Automatic,67000,31,30,61.4,Diesel,2143.0
712, C Class,2012,8490,Automatic,54000,34,145,56.5,Diesel,2143.0
713, C Class,2017,25824,Semi-Auto,16496,38,30,65.7,Diesel,2.1
714, C Class,2017,22124,Semi-Auto,28848,33,145,52.3,Petrol,2.0
715, C Class,2017,23124,Automatic,22811,33,145,47.1,Petrol,2.0
716, C Class,2017,21124,Semi-Auto,28023,32,30,61.4,Diesel,2.1
717, C Class,2015,16990,Automatic,42000,38,125,60.1,Diesel,2143.0
718, C Class,2016,15990,Automatic,44000,27,30,64.2,Diesel,1598.0
719, C Class,2015,12990,Automatic,87000,32,30,64.2,Diesel,2143.0
720, C Class,2015,13990,Automatic,50000,32,125,52.3,Petrol,1991.0
721, C Class,2015,14990,Automatic,39000,31,20,64.2,Diesel,2143.0
722, C Class,2014,14990,Automatic,54000,31,30,64.2,Diesel,2143.0
723, C Class,2013,8990,Manual,74000,31,160,44.1,Petrol,1595.0
724, C Class,2012,7490,Automatic,96000,29,145,55.4,Diesel,2143.0
725, C Class,2018,20771,Semi-Auto,18321,31,145,60.1,Diesel,2.1
726, C Class,2015,18649,Semi-Auto,26314,39,0,134.5,Hybrid,2.0
727, C Class,2017,17990,Automatic,26000,31,145,60.1,Diesel,2143.0
728, C Class,2015,39990,Automatic,32000,48,300,34.5,Petrol,3982.0
729, C Class,2016,17990,Automatic,57000,32,20,67.3,Diesel,2143.0
730, C Class,2015,16990,Automatic,40000,32,30,64.2,Diesel,2143.0
731, C Class,2016,13490,Automatic,79000,37,20,64.2,Diesel,2143.0
732, C Class,2017,17490,Automatic,31000,31,145,61.4,Diesel,2143.0
733, C Class,2015,13990,Automatic,29000,31,20,64.2,Diesel,2143.0
734, C Class,2012,8990,Automatic,91000,34,145,54.3,Diesel,2143.0
735, C Class,2014,12990,Automatic,76000,31,30,64.2,Diesel,2143.0
736, C Class,2016,18990,Automatic,38000,37,30,65.7,Diesel,2143.0
737, C Class,2013,8990,Automatic,49000,29,160,46.3,Petrol,1595.0
738, C Class,2014,12990,Manual,52000,31,20,68.9,Diesel,2143.0
739, C Class,2017,21535,Automatic,21149,38,145,65.7,Diesel,2.1
740, C Class,2015,16499,Automatic,31063,37,0,76.4,Hybrid,2.1
741, C Class,2017,21999,Automatic,14709,32,145,48.7,Petrol,2.0
742, C Class,2015,13990,Automatic,71000,31,30,61.4,Diesel,2143.0
743, C Class,2017,15990,Automatic,49000,31,145,61.4,Diesel,2143.0
744, C Class,2014,15490,Automatic,50000,32,30,64.2,Diesel,2143.0
745, C Class,2015,14490,Automatic,78000,32,30,64.2,Diesel,2143.0
746, C Class,2012,7990,Automatic,88000,38,145,53.3,Diesel,2143.0
747, C Class,2014,11990,Automatic,50000,30,20,65.7,Diesel,2143.0
748, C Class,2015,13490,Automatic,52000,32,125,52.3,Petrol,1991.0
749, C Class,2014,9990,Automatic,60000,43,145,53.3,Diesel,2143.0
750, C Class,2013,9490,Automatic,68000,40,145,53.3,Diesel,2143.0
751, C Class,2015,13990,Automatic,42000,35,20,65.7,Diesel,2143.0
752, C Class,2016,19990,Automatic,50000,38,30,65.7,Diesel,2143.0
753, C Class,2016,19990,Automatic,35000,32,20,67.3,Diesel,2143.0
754, C Class,2013,9490,Automatic,48000,40,145,53.3,Diesel,2143.0
755, C Class,2015,13599,Automatic,44598,30,30,64.2,Diesel,2.1
756, C Class,2014,13799,Automatic,78966,32,30,64.2,Diesel,2.1
757, C Class,2016,17999,Automatic,43003,38,0,74.3,Hybrid,2.1
758, C Class,2017,18999,Automatic,35649,32,30,61.4,Diesel,2.1
759, C Class,2018,16799,Automatic,29970,31,145,50.4,Petrol,2.0
760, C Class,2015,10499,Automatic,79520,43,145,53.3,Diesel,2.1
761, C Class,2017,16999,Manual,12146,25,20,70.6,Diesel,1.6
762, C Class,2012,9124,Automatic,60586,38,145,56.5,Diesel,2.1
763, C Class,2018,25999,Automatic,10913,38,145,65.7,Diesel,2.1
764, C Class,2017,23999,Semi-Auto,21212,32,145,67.3,Diesel,2.1
765, C Class,2014,10999,Automatic,53386,31,145,56.5,Diesel,2.1
766, C Class,2016,19450,Manual,17097,32,30,65.7,Diesel,2.1
767, C Class,2018,15489,Manual,36000,29,150,53.3,Petrol,2.0
768, C Class,2017,16489,Automatic,62480,31,30,60.1,Diesel,2.1
769, C Class,2017,24948,Automatic,10597,38,145,65.7,Diesel,2143.0
770, C Class,2017,20988,Automatic,15072,27,30,64.2,Diesel,1598.0
771, C Class,2017,24998,Automatic,20118,37,160,43.5,Petrol,1991.0
772, C Class,2018,21498,Automatic,12123,31,145,60.1,Diesel,2143.0
773, C Class,2013,10190,Automatic,60841,38,145,53.3,Diesel,2100.0
774, C Class,2015,14900,Automatic,35553,35,20,65.7,Diesel,2.1
775, C Class,2015,13854,Automatic,75306,37,30,64.2,Diesel,2.1
776, C Class,2014,12295,Automatic,32391,33,160,44.8,Petrol,1.6
777, C Class,2016,16000,Manual,39877,25,30,65.7,Diesel,1.6
778, C Class,2016,14299,Manual,34246,30,20,65.7,Diesel,2.1
779, C Class,2016,14499,Manual,11638,30,20,70.6,Diesel,2.1
780, C Class,2013,10999,Automatic,49085,36,145,53.3,Diesel,2.1
781, C Class,2015,17130,Automatic,59549,37,0,76.4,Hybrid,2.1
782, C Class,2013,21999,Automatic,41866,45,570,23.5,Petrol,6.2
783, C Class,2016,21499,Automatic,26741,38,30,65.7,Diesel,2.1
784, C Class,2017,16958,Automatic,49243,31,30,61.4,Diesel,2.1
785, C Class,2016,15999,Automatic,41614,37,20,64.2,Diesel,2.1
786, C Class,2014,14999,Automatic,42256,31,20,64.2,Diesel,2.1
787, C Class,2017,13499,Manual,23001,29,125,53.3,Petrol,2.0
788, C Class,2015,12490,Manual,68600,31,20,68.9,Diesel,2143.0
789, C Class,2010,4990,Manual,97717,30,200,43.5,Petrol,1597.0
790, C Class,2013,9685,Automatic,76950,36,145,53.3,Diesel,2143.0
791, C Class,2018,17470,Automatic,22345,26,145,65.7,Diesel,1.6
792, C Class,2010,4495,Automatic,106032,29,205,39.8,Petrol,1796.0
793, C Class,2015,13999,Automatic,42492,30,20,65.7,Diesel,2.1
794, C Class,2014,15399,Automatic,20047,31,125,52.3,Petrol,2.0
795, C Class,2017,18999,Automatic,23555,31,145,61.4,Diesel,2.1
796, C Class,2018,19949,Automatic,28059,31,145,61.4,Diesel,2.1
797, C Class,2016,14649,Manual,40049,25,20,70.6,Diesel,1598.0
798, C Class,2014,10393,Automatic,140000,34,30,62.8,Diesel,2143.0
799, C Class,2015,10791,Manual,129000,31,20,68.9,Diesel,2143.0
800, C Class,2015,9791,Manual,90000,29,20,65.7,Diesel,2143.0
801, C Class,2015,11591,Manual,94000,31,20,68.9,Diesel,2143.0
802, C Class,2015,9793,Manual,113000,30,20,70.6,Diesel,2143.0
803, C Class,2016,11393,Automatic,128000,37,20,64.2,Diesel,2143.0
804, C Class,2015,8692,Manual,150000,31,20,68.9,Diesel,2143.0
805, C Class,2008,4295,Automatic,112455,32,260,42.2,Diesel,2145.0
806, C Class,2015,16395,Automatic,44086,37,125,60.1,Diesel,2143.0
807, C Class,2015,15970,Automatic,81423,38,30,64.2,Diesel,2.1
808, C Class,2016,13490,Automatic,99217,37,125,60.1,Diesel,2.1
809, C Class,2008,5780,Automatic,67979,27,260,34.9,Petrol,1.8
810, C Class,2013,8950,Automatic,74157,36,145,56.5,Diesel,2.1
811, C Class,2015,15604,Manual,31435,31,30,64.2,Diesel,2.1
812, C Class,2014,11750,Automatic,47183,46,145,56.5,Diesel,2.1
813, C Class,2012,7573,Manual,59512,30,200,42.2,Petrol,1.8
814, C Class,2015,14999,Automatic,52500,32,30,64.2,Diesel,2.1
815, C Class,2014,11999,Automatic,50416,38,145,53.3,Diesel,2.1
816, C Class,2017,18728,Automatic,23683,29,125,51.4,Petrol,2.0
817, C Class,2017,20200,Automatic,25449,32,145,67.3,Diesel,2.1
818, C Class,2015,15800,Automatic,46959,37,0,76.4,Hybrid,2.1
819, C Class,2017,15999,Automatic,24518,30,145,65.7,Diesel,2.1
820, C Class,2015,9392,Manual,108000,30,20,70.6,Diesel,2143.0
821, C Class,2018,18699,Automatic,37763,31,145,61.4,Diesel,2.1
822, C Class,2015,20000,Automatic,12050,38,30,64.2,Diesel,2.1
823, C Class,2017,21499,Automatic,11136,32,145,61.4,Diesel,2.1
824, C Class,2018,20299,Automatic,11498,31,145,61.4,Diesel,2.1
825, C Class,2014,15999,Automatic,31690,32,30,64.2,Diesel,2.1
826, C Class,2018,21691,Automatic,13910,32,145,61.4,Diesel,2143.0
827, C Class,2018,24991,Automatic,6001,33,145,52.3,Petrol,1991.0
828, C Class,2018,19798,Automatic,38508,32,145,61.4,Diesel,2143.0
829, C Class,2017,18998,Automatic,42986,32,145,61.4,Diesel,2143.0
830, C Class,2017,21998,Automatic,19242,32,145,67.3,Diesel,2143.0
831, C Class,2017,18991,Automatic,34682,32,30,61.4,Diesel,2143.0
832, C Class,2016,20191,Automatic,47651,38,30,65.7,Diesel,2143.0
833, C Class,2017,20249,Automatic,22011,37,145,61.4,Diesel,2.1
834, C Class,2017,21489,Automatic,19878,32,145,67.3,Diesel,2.1
835, C Class,2013,8799,Automatic,57172,32,30,64.2,Diesel,2.1
836, C Class,2017,18999,Automatic,23637,31,145,64.2,Diesel,2.1
837, C Class,2016,13600,Automatic,71077,37,20,64.2,Diesel,2.1
838, C Class,2017,16799,Automatic,20850,25,30,65.7,Diesel,1.6
839, C Class,2012,9400,Automatic,50848,44,200,40.4,Petrol,1.8
840, C Class,2016,18400,Automatic,23907,37,125,60.1,Diesel,2.1
841, C Class,2015,10500,Manual,82230,30,20,65.7,Diesel,2143.0
842, C Class,2013,11499,Automatic,69900,29,140,56.5,Diesel,2.1
843, C Class,2008,5999,Automatic,91000,26,230,42.2,Diesel,2.1
844, C Class,2014,12495,Automatic,20000,35,165,44.8,Petrol,1595.0
845, C Class,2013,9000,Automatic,56544,36,145,56.5,Diesel,2.1
846, C Class,2016,16000,Automatic,34972,25,30,65.7,Diesel,1.6
847, C Class,2018,16999,Automatic,26329,31,145,50.4,Petrol,2.0
848, C Class,2016,22900,Automatic,33821,38,30,65.7,Diesel,2.1
849, C Class,2017,14999,Automatic,40272,30,145,65.7,Diesel,2.1
850, C Class,2012,7699,Automatic,80299,34,145,56.5,Diesel,2.1
851, C Class,2017,17900,Automatic,19828,31,145,50.4,Petrol,1991.0
852, C Class,2017,20988,Automatic,30728,32,145,47.1,Petrol,1991.0
853, C Class,2017,22400,Automatic,25000,33,150,47.1,Petrol,1991.0
854, C Class,2017,20700,Automatic,23434,32,150,48.7,Petrol,1991.0
855, C Class,2015,15400,Automatic,41000,31,30,64.2,Diesel,2143.0
856, C Class,2015,12900,Automatic,26501,35,160,44.8,Petrol,1.6
857, C Class,2013,9700,Automatic,57801,36,145,53.3,Diesel,2.1
858, C Class,2016,16200,Manual,23216,25,20,68.9,Diesel,1.6
859, C Class,2015,10700,Automatic,62439,43,150,53.3,Diesel,2.1
860, C Class,2017,18500,Automatic,36831,31,145,61.4,Diesel,2143.0
861, C Class,2013,12000,Automatic,37236,31,160,44.8,Petrol,1595.0
862, C Class,2016,19000,Automatic,27574,37,30,64.2,Diesel,2143.0
863, C Class,2017,19991,Automatic,20843,32,145,48.7,Petrol,1991.0
864, C Class,2017,21400,Automatic,26000,38,145,61.4,Diesel,2143.0
865, C Class,2017,25900,Automatic,15808,38,30,65.7,Diesel,2143.0
866, C Class,2017,17400,Automatic,41677,31,30,64.2,Diesel,2143.0
867, C Class,2017,19700,Manual,49365,32,30,65.7,Diesel,2143.0
868, C Class,2017,20200,Automatic,16087,37,135,76.4,Hybrid,2143.0
869, C Class,2015,14500,Automatic,32712,30,20,65.7,Diesel,2143.0
870, C Class,2014,16300,Automatic,30819,29,125,52.3,Petrol,1991.0
871, C Class,2016,19100,Automatic,49335,32,20,67.3,Diesel,2143.0
872, C Class,2015,15700,Automatic,36078,37,30,61.4,Diesel,2143.0
873, C Class,2015,18700,Automatic,39004,38,30,64.2,Diesel,2143.0
874, C Class,2014,12500,Automatic,50364,30,150,53.3,Diesel,2143.0
875, C Class,2017,19600,Manual,39480,32,30,65.7,Diesel,2.1
876, C Class,2016,18600,Automatic,24836,25,30,64.2,Diesel,1598.0
877, C Class,2015,16000,Automatic,18263,32,125,52.3,Petrol,2.0
878, C Class,2018,19900,Automatic,20000,31,145,48.7,Petrol,2.0
879, C Class,2016,20200,Automatic,16957,36,160,44.8,Petrol,2.0
880, C Class,2017,21400,Automatic,54500,38,30,65.7,Diesel,2.1
881, C Class,2015,16700,Automatic,35125,37,30,64.2,Diesel,2.1
882, C Class,2018,25748,Automatic,11626,33,145,67.3,Diesel,2143.0
883, C Class,2016,18600,Automatic,29173,38,30,64.2,Diesel,2143.0
884, C Class,2014,15700,Automatic,33865,37,125,60.1,Diesel,2.1
885, C Class,2013,11499,Automatic,40490,36,145,53.3,Diesel,2.1
886, C Class,2015,16699,Automatic,40786,27,30,64.2,Diesel,1.6
887, C Class,2015,14313,Automatic,50211,31,20,64.2,Diesel,2.1
888, C Class,2016,14999,Automatic,40814,25,30,65.7,Diesel,1.6
889, C Class,2015,13699,Automatic,41000,30,20,65.7,Diesel,2.1
890, C Class,2018,19699,Automatic,23842,31,145,61.4,Diesel,2.1
891, C Class,2015,13599,Automatic,35977,29,125,53.3,Petrol,2.0
892, C Class,2015,12499,Automatic,67795,30,30,64.2,Diesel,2.1
893, C Class,2014,13799,Automatic,62588,34,30,62.8,Diesel,2.1
894, C Class,2016,18745,Automatic,26344,37,30,64.2,Diesel,2143.0
895, C Class,2018,25748,Automatic,5454,38,145,65.7,Diesel,2143.0
896, C Class,2018,26748,Automatic,17970,38,145,65.7,Diesel,2143.0
897, C Class,2015,14298,Manual,36643,29,125,53.3,Petrol,1991.0
898, C Class,2018,28298,Automatic,13500,38,145,65.7,Diesel,2143.0
899, C Class,2017,25998,Automatic,26914,37,200,43.5,Petrol,1991.0
900, C Class,2015,15499,Manual,36103,31,20,68.9,Diesel,2.1
901, C Class,2015,13799,Manual,69261,31,20,68.9,Diesel,2.1
902, C Class,2018,19999,Automatic,9705,31,145,64.2,Diesel,2.1
903, C Class,2015,14695,Automatic,53279,31,20,64.2,Diesel,2.1
904, C Class,2016,13391,Manual,58858,25,30,65.7,Diesel,1.6
905, C Class,2012,8450,Automatic,86663,32,160,44.8,Petrol,1.6
906, C Class,2012,9799,Automatic,55685,34,145,54.3,Diesel,2.1
907, C Class,2014,10999,Automatic,54097,30,145,56.5,Diesel,2.1
908, C Class,2015,18999,Automatic,9793,26,30,64.2,Diesel,1.6
909, C Class,2015,14999,Automatic,34278,31,30,62.8,Diesel,2.1
910, C Class,2014,16699,Automatic,39807,31,30,61.4,Diesel,2.1
911, C Class,2016,19999,Automatic,23905,38,30,64.2,Diesel,2.1
912, C Class,2012,10999,Automatic,41239,33,160,44.8,Petrol,1.6
913, C Class,2018,21991,Automatic,12767,32,150,61.4,Diesel,2.1
914, C Class,2012,10899,Automatic,49029,40,145,53.3,Diesel,2.1
915, C Class,2014,14786,Automatic,41701,31,20,64.2,Diesel,2.1
916, C Class,2014,10822,Automatic,70824,30,145,56.5,Diesel,2.1
917, C Class,2015,13195,Automatic,51344,30,30,64.2,Diesel,2143.0
918, C Class,2014,11795,Manual,92840,31,20,68.9,Diesel,2143.0
919, C Class,2015,11295,Manual,114970,31,20,68.9,Diesel,2143.0
920, C Class,2015,13000,Automatic,78070,31,20,64.2,Diesel,2143.0
921, C Class,2014,10500,Manual,91430,31,20,68.9,Diesel,2143.0
922, C Class,2017,16499,Manual,21985,25,20,70.6,Diesel,1.6
923, C Class,2015,18999,Automatic,22499,38,30,64.2,Diesel,2.1
924, C Class,2015,16499,Automatic,33707,32,30,64.2,Diesel,2.1
925, C Class,2018,18999,Automatic,31708,31,145,61.4,Diesel,2.1
926, C Class,2018,19999,Automatic,24564,31,145,61.4,Diesel,2.1
927, C Class,2016,16449,Automatic,27268,30,30,64.2,Diesel,2.1
928, C Class,2011,7449,Automatic,80268,34,145,56.5,Diesel,2.1
929, C Class,2018,19399,Automatic,9047,31,145,60.1,Diesel,2.1
930, C Class,2018,19999,Automatic,25396,31,145,61.4,Diesel,2.1
931, C Class,2018,18998,Automatic,15000,31,145,64.2,Diesel,2143.0
932, C Class,2014,13498,Automatic,28759,34,150,54.3,Diesel,2143.0
933, C Class,2015,11695,Manual,103820,31,20,68.9,Diesel,2143.0
934, C Class,2012,9850,Automatic,51737,31,200,40.4,Petrol,1.8
935, C Class,2011,8894,Automatic,61242,30,200,41.5,Petrol,1.8
936, C Class,2018,18599,Automatic,32854,31,145,61.4,Diesel,2.1
937, C Class,2015,14000,Automatic,73960,32,30,64.2,Diesel,2143.0
938, C Class,2016,12195,Automatic,94440,30,30,64.2,Diesel,2143.0
939, C Class,2016,11000,Manual,100950,31,20,65.7,Diesel,2143.0
940, C Class,2015,13000,Manual,69930,26,20,68.9,Diesel,1598.0
941, C Class,2015,11500,Automatic,101540,31,20,64.2,Diesel,2143.0
942, C Class,2014,8999,Automatic,85699,32,30,64.2,Diesel,2.1
943, C Class,2015,12299,Manual,73227,31,125,52.3,Petrol,2.0
944, C Class,2018,20299,Automatic,9562,31,145,61.4,Diesel,2.1
945, C Class,2015,12599,Manual,50299,25,20,70.6,Diesel,1.6
946, C Class,2015,17299,Automatic,25758,36,0,78.5,Hybrid,2.1
947, C Class,2018,19799,Automatic,20173,31,145,61.4,Diesel,2.1
948, C Class,2015,14370,Automatic,49468,31,20,64.2,Diesel,2.1
949, C Class,2013,10699,Automatic,57062,38,145,54.3,Diesel,2.1
950, C Class,2010,5975,Automatic,90000,29,205,47.9,Diesel,2143.0
951, C Class,2008,5875,Automatic,70000,30,305,34.5,Petrol,1796.0
952, C Class,2014,16450,Automatic,41000,32,30,64.2,Diesel,2.1
953, C Class,2015,10795,Manual,73770,31,20,68.9,Diesel,2143.0
954, C Class,2016,23299,Automatic,24735,38,30,65.7,Diesel,2.1
955, C Class,2015,10799,Manual,76157,29,125,51.4,Petrol,2.0
956, C Class,2018,19499,Automatic,10493,31,145,64.2,Diesel,2.1
957, C Class,2014,14199,Automatic,49241,31,20,64.2,Diesel,2.1
958, C Class,2015,14819,Automatic,47012,31,30,62.8,Diesel,2.1
959, C Class,2013,11999,Automatic,25525,29,160,46.3,Petrol,1.6
960, C Class,2016,19799,Manual,16225,32,145,49.6,Petrol,2.0
961, C Class,2015,14699,Automatic,69037,37,0,76.4,Hybrid,2.1
962, C Class,2015,12800,Automatic,70804,37,125,60.1,Diesel,2.1
963, C Class,2018,21199,Automatic,10815,31,145,60.1,Diesel,2.1
964, C Class,2016,16250,Automatic,23196,25,30,65.7,Diesel,1598.0
965, C Class,2016,15391,Manual,9578,30,20,70.6,Diesel,2.1
966, C Class,2014,11999,Automatic,46931,43,145,53.3,Diesel,2.1
967, C Class,2015,18199,Automatic,24352,31,20,68.9,Diesel,2.1
968, C Class,2013,8099,Automatic,86136,28,145,57.7,Diesel,2.1
969, C Class,2018,19999,Automatic,16663,31,145,60.1,Diesel,2.1
970, C Class,2012,8299,Automatic,72005,34,145,56.5,Diesel,2.1
971, C Class,2015,11689,Manual,76472,30,20,70.6,Diesel,2.1
972, C Class,2018,18819,Automatic,30772,31,145,64.2,Diesel,2.1
973, C Class,2018,19399,Automatic,22078,31,145,64.2,Diesel,2.1
974, C Class,2010,4294,Manual,137291,34,140,54.3,Diesel,2.143
975, C Class,2015,12750,Automatic,29000,35,160,44.8,Petrol,1.6
976, C Class,2018,19999,Automatic,34008,31,145,61.4,Diesel,2.1
977, C Class,2014,10699,Automatic,50179,30,145,53.3,Diesel,2.1
978, C Class,2017,17599,Automatic,50212,32,145,61.4,Diesel,1.6
979, C Class,2018,17999,Automatic,38169,31,145,60.1,Diesel,2.1
980, C Class,2006,3200,Automatic,86000,40,565,28.2,Petrol,3498.0
981, C Class,2017,16999,Automatic,33368,31,145,64.2,Diesel,2.1
982, C Class,2017,14999,Manual,47106,25,20,70.6,Diesel,1.6
983, C Class,2013,10199,Manual,58654,40,160,52.3,Diesel,2.1
984, C Class,2016,14799,Manual,38764,31,20,68.9,Diesel,2.1
985, C Class,2016,19349,Automatic,33608,37,20,67.3,Diesel,2.1
986, C Class,2018,18799,Automatic,28848,31,145,64.2,Diesel,2.1
987, C Class,2014,14399,Automatic,73598,32,30,61.4,Diesel,2.1
988, C Class,2017,21399,Automatic,26213,37,30,65.7,Diesel,2143.0
989, C Class,2002,1495,Automatic,13800,30,305,39.8,Diesel,2.7
990, C Class,2018,18999,Automatic,16834,31,145,60.1,Diesel,2.1
991, C Class,2018,18799,Automatic,20090,31,145,60.1,Diesel,2.1
992, C Class,2018,18899,Automatic,21315,31,145,64.2,Diesel,2.1
993, C Class,2016,16499,Automatic,22525,25,30,65.7,Diesel,1.6
994, C Class,2015,16299,Automatic,25958,31,30,62.8,Diesel,2.1
995, C Class,2018,19980,Automatic,17973,31,150,64.2,Diesel,2100.0
996, C Class,2015,15980,Automatic,41267,32,30,64.2,Diesel,2100.0
997, C Class,2016,10500,Manual,117760,31,20,65.7,Diesel,2143.0
998, C Class,2015,13362,Automatic,74044,31,20,64.2,Diesel,2143.0
999, C Class,2007,5995,Automatic,50500,30,300,34.5,Petrol,1.8
1000, C Class,2012,8495,Automatic,51122,29,145,55.4,Diesel,2.2
1001, C Class,2016,13499,Manual,61140,31,20,65.7,Diesel,2.1
1002, C Class,2012,9099,Automatic,54275,34,145,56.5,Diesel,2.1
1003, C Class,2016,15499,Manual,63478,31,20,68.9,Diesel,2.1
1004, C Class,2013,10999,Automatic,63930,40,145,53.3,Diesel,2.1
1005, C Class,2017,14399,Manual,18862,29,145,53.3,Petrol,2.0
1006, C Class,2015,16500,Automatic,37000,37,30,61.4,Diesel,2.143
1007, C Class,2009,5295,Automatic,112000,29,200,46.3,Diesel,2143.0
1008, C Class,2012,5250,Automatic,170000,38,145,54.3,Diesel,2143.0
1009, C Class,2014,16499,Automatic,34032,31,30,64.2,Diesel,2.1
1010, C Class,2015,13790,Automatic,54000,32,125,52.3,Petrol,1991.0
1011, C Class,2015,15490,Automatic,34000,31,20,64.2,Diesel,2143.0
1012, C Class,2013,7199,Automatic,124000,36,145,53.3,Diesel,2143.0
1013, C Class,2015,17695,Automatic,64765,38,30,64.2,Diesel,2.143
1014, C Class,2013,7000,Manual,109447,32,20,68.9,Diesel,2.1
1015, C Class,2013,10490,Automatic,64498,36,150,56.5,Diesel,2143.0
1016, C Class,2002,2140,Automatic,52700,24,325,31.4,Petrol,1998.0
1017, C Class,2009,6995,Automatic,60000,32,265,42.2,Diesel,2.1
1018, C Class,2015,29990,Automatic,56000,47,300,34.5,Petrol,4.0
1019, C Class,2011,9000,Automatic,55657,35,145,53.3,Diesel,2.1
1020, C Class,2015,24500,Automatic,91639,47,300,34.5,Petrol,4.0
1021, C Class,2015,13300,Manual,64219,31,20,68.9,Diesel,2.1
1022, C Class,2015,15275,Automatic,67889,37,0,76.4,Hybrid,2.1
1023, C Class,2013,13995,Automatic,24000,32,160,44.8,Petrol,1.6
1024, C Class,2008,4995,Automatic,90000,32,260,42.2,Diesel,2148.0
1025, C Class,2015,11500,Manual,84830,31,125,52.3,Petrol,1991.0
1026, C Class,2018,17750,Automatic,27563,31,145,64.2,Diesel,2.1
1027, C Class,2017,20990,Automatic,20000,32,145,60.1,Diesel,2.1
1028, C Class,2015,17990,Automatic,34000,38,30,64.2,Diesel,2.1
1029, C Class,2014,10990,Automatic,48100,35,165,44.8,Petrol,1.6
1030, C Class,2017,22767,Automatic,30676,33,150,67.3,Diesel,2.1
1031, C Class,2016,19750,Automatic,36095,38,30,64.2,Diesel,2143.0
1032, C Class,2017,21980,Automatic,41539,38,30,65.7,Diesel,2100.0
1033, C Class,2017,22280,Automatic,25023,38,145,65.7,Diesel,2100.0
1034, C Class,2017,23180,Automatic,5822,32,145,47.1,Petrol,2000.0
1035, C Class,2013,8995,Automatic,70000,32,125,55.4,Diesel,2143.0
1036, C Class,2014,11295,Automatic,45000,29,160,46.3,Petrol,1595.0
1037, C Class,2017,19950,Automatic,30000,32,150,48.7,Petrol,2.0
1038, C Class,2005,2690,Automatic,109000,31,325,32.1,Petrol,1796.0
1039, C Class,2010,7490,Automatic,60000,37,205,45.6,Diesel,2143.0
1040, C Class,2011,9495,Automatic,39000,30,160,43.5,Petrol,1796.0
1041, C Class,2018,18390,Automatic,11319,26,145,65.7,Diesel,1.6
1042, C Class,2017,19743,Automatic,16509,37,145,61.4,Diesel,2.1
1043, C Class,2016,19328,Automatic,25042,38,30,64.2,Diesel,2.1
1044, C Class,2010,6999,Automatic,80000,34,200,45.6,Diesel,2.1
1045, C Class,2010,5999,Manual,68000,29,145,56.5,Diesel,2.1
1046, C Class,2012,10499,Automatic,47200,33,165,44.8,Petrol,1.6
1047, C Class,2013,10999,Manual,57000,40,160,52.3,Diesel,2.1
1048, C Class,2012,9499,Automatic,64000,36,145,53.3,Diesel,2.1
1049, C Class,2017,23800,Automatic,13800,38,30,65.7,Diesel,2.1
1050, C Class,2015,18999,Automatic,28000,37,30,64.2,Diesel,2.1
1051, C Class,2016,16400,Automatic,46479,38,125,60.1,Diesel,2.143
1052, C Class,2017,18500,Automatic,38082,32,150,61.4,Diesel,2.143
1053, C Class,2018,13300,Manual,32840,29,145,53.3,Petrol,1.991
1054, C Class,2015,12300,Automatic,85275,32,30,64.2,Diesel,2.143
1055, C Class,2017,19000,Automatic,24798,31,20,68.9,Diesel,2.143
1056, C Class,2017,14500,Automatic,31559,30,30,65.7,Diesel,2.143
1057, C Class,2015,14000,Automatic,70857,32,30,61.4,Diesel,2.143
1058, C Class,2017,14500,Automatic,48280,25,30,65.7,Diesel,1.598
1059, C Class,2018,18750,Automatic,21103,31,150,48.7,Petrol,1.991
1060, C Class,2017,16500,Automatic,41272,31,150,60.1,Diesel,2.143
1061, C Class,2010,7990,Automatic,66000,29,200,46.3,Diesel,2143.0
1062, C Class,2009,7495,Automatic,54000,30,260,36.7,Petrol,1597.0
1063, C Class,2009,6995,Automatic,42000,30,235,38.7,Petrol,1597.0
1064, C Class,2017,16000,Automatic,54011,38,0,134.5,Other,1.991
1065, C Class,2015,15000,Automatic,53400,38,0,134.5,Other,1.991
1066, C Class,2017,17800,Automatic,29831,31,145,61.4,Diesel,2.143
1067, C Class,2018,15600,Automatic,20139,30,145,64.2,Diesel,2.143
1068, C Class,2017,17400,Automatic,52897,39,0,134.5,Other,1.991
1069, C Class,2017,17900,Automatic,13492,31,30,61.4,Diesel,2.143
1070, C Class,2016,18600,Automatic,32897,38,125,60.1,Diesel,2.143
1071, C Class,2015,15750,Manual,34672,31,30,64.2,Diesel,2.143
1072, C Class,2017,16600,Automatic,45277,31,30,61.4,Diesel,2.143
1073, C Class,2017,13900,Manual,20524,29,145,53.3,Petrol,1.991
1074, C Class,2017,20000,Automatic,39268,38,150,58.9,Diesel,2.143
1075, C Class,2008,3995,Automatic,104000,26,210,42.2,Diesel,2148.0
1076, C Class,2016,20500,Automatic,16801,32,20,67.3,Diesel,2.1
1077, C Class,2018,20000,Automatic,11870,31,145,48.7,Petrol,2.0
1078, C Class,2018,22000,Automatic,19825,32,145,67.3,Diesel,2.1
1079, C Class,2017,13900,Manual,47608,31,20,68.9,Diesel,2.143
1080, C Class,2018,18500,Automatic,22672,32,150,50.4,Petrol,1.991
1081, C Class,2015,15300,Automatic,33303,32,30,64.2,Diesel,2.143
1082, C Class,2007,1995,Automatic,89000,26,300,33.6,Petrol,1.8
